,ingredient,count,logscore,softmax
558,prepared,4,2.0,1.7826807541177047e-05
559,plain pastry,4,2.0,1.7826807541177047e-05
560,choco,4,2.0,1.7826807541177047e-05
561,candied fruit,4,2.0,1.7826807541177047e-05
562,vanilla ice cream,4,2.0,1.7826807541177047e-05
563,rose extract,4,2.0,1.7826807541177047e-05
564,rennet,4,2.0,1.7826807541177047e-05
565,caramel cream,4,2.0,1.7826807541177047e-05
566,beef suet,4,2.0,1.7826807541177047e-05
567,ground nuts,4,2.0,1.7826807541177047e-05
568,maraschino,4,2.0,1.7826807541177047e-05
569,popped,4,2.0,1.7826807541177047e-05
570,cooking,4,2.0,1.7826807541177047e-05
571,pecan meats,4,2.0,1.7826807541177047e-05
572,raisin,4,2.0,1.7826807541177047e-05
573,caraway seeds,4,2.0,1.7826807541177047e-05
574,rhubarb,4,2.0,1.7826807541177047e-05
575,mixed fruit,4,2.0,1.7826807541177047e-05
576,mocha,4,2.0,1.7826807541177047e-05
577,jelly,4,2.0,1.7826807541177047e-05
578,jam,4,2.0,1.7826807541177047e-05
579,fruit juice,4,2.0,1.7826807541177047e-05
580,cold coffee,4,2.0,1.7826807541177047e-05
581,cottage,4,2.0,1.7826807541177047e-05
582,grapefruit pulp,4,2.0,1.7826807541177047e-05
583,canned pineapple,4,2.0,1.7826807541177047e-05
584,nut - meats,4,2.0,1.7826807541177047e-05
585,walnut - meats,4,2.0,1.7826807541177047e-05
586,plum,4,2.0,1.7826807541177047e-05
587,stewed,4,2.0,1.7826807541177047e-05
588,raw carrot,4,2.0,1.7826807541177047e-05
589,cooked spinach,4,2.0,1.7826807541177047e-05
590,egg - yolks,4,2.0,1.7826807541177047e-05
591,boiled spinach,4,2.0,1.7826807541177047e-05
592,worcestershire,4,2.0,1.7826807541177047e-05
593,bacon fat,4,2.0,1.7826807541177047e-05
594,poultry seasoning,4,2.0,1.7826807541177047e-05
595,yellow corn - meal,4,2.0,1.7826807541177047e-05
596,candied fruits,4,2.0,1.7826807541177047e-05
597,shallot,4,2.0,1.7826807541177047e-05
598,beef extract,4,2.0,1.7826807541177047e-05
599,horse,4,2.0,1.7826807541177047e-05
600,butter sauce,4,2.0,1.7826807541177047e-05
601,lean raw ham,4,2.0,1.7826807541177047e-05
602,goose,4,2.0,1.7826807541177047e-05
603,granulated tapioca,4,2.0,1.7826807541177047e-05
604,split peas,4,2.0,1.7826807541177047e-05
605,tabasco sauce,4,2.0,1.7826807541177047e-05
606,anchovy,4,2.0,1.7826807541177047e-05
607,orange extract,3,1.584962501,1.1771317674896694e-05
608,chopped,3,1.584962501,1.1771317674896694e-05
609,sweet cream,3,1.584962501,1.1771317674896694e-05
610,brussels sprouts,3,1.584962501,1.1771317674896694e-05
611,bak,3,1.584962501,1.1771317674896694e-05
612,baked,3,1.584962501,1.1771317674896694e-05
613,sour apple,3,1.584962501,1.1771317674896694e-05
614,shelled peas,3,1.584962501,1.1771317674896694e-05
615,apple sauce,3,1.584962501,1.1771317674896694e-05
616,stewed rhubarb,3,1.584962501,1.1771317674896694e-05
617,boiled macaroni,3,1.584962501,1.1771317674896694e-05
618,corn fritters,3,1.584962501,1.1771317674896694e-05
619,toast,3,1.584962501,1.1771317674896694e-05
620,hot,3,1.584962501,1.1771317674896694e-05
621,gluten flour,3,1.584962501,1.1771317674896694e-05
622,bran,3,1.584962501,1.1771317674896694e-05
623,thick cream,3,1.584962501,1.1771317674896694e-05
624,golden syrup,3,1.584962501,1.1771317674896694e-05
625,halibut,3,1.584962501,1.1771317674896694e-05
626,strong coffee,3,1.584962501,1.1771317674896694e-05
627,toasted,3,1.584962501,1.1771317674896694e-05
628,eggplants,3,1.584962501,1.1771317674896694e-05
629,anchovies,3,1.584962501,1.1771317674896694e-05
630,sponge cake crumbs,3,1.584962501,1.1771317674896694e-05
631,mincemeat,3,1.584962501,1.1771317674896694e-05
632,oil of,3,1.584962501,1.1771317674896694e-05
633,caramels,3,1.584962501,1.1771317674896694e-05
634,apple fritters,3,1.584962501,1.1771317674896694e-05
635,whipped,3,1.584962501,1.1771317674896694e-05
636,artichokes,3,1.584962501,1.1771317674896694e-05
637,fresh tomatoes,3,1.584962501,1.1771317674896694e-05
638,strained,3,1.584962501,1.1771317674896694e-05
639,ryemeal,2,1.0,6.558115996119065e-06
640,candied citron,2,1.0,6.558115996119065e-06
641,dark brown,2,1.0,6.558115996119065e-06
642,new,2,1.0,6.558115996119065e-06
643,herbs,2,1.0,6.558115996119065e-06
644,powdered herbs,2,1.0,6.558115996119065e-06
645,flounder,2,1.0,6.558115996119065e-06
646,cooked peas,2,1.0,6.558115996119065e-06
647,baked potatoes,2,1.0,6.558115996119065e-06
648,yellow corn,2,1.0,6.558115996119065e-06
649,squash,2,1.0,6.558115996119065e-06
650,steeped,2,1.0,6.558115996119065e-06
651,tard,2,1.0,6.558115996119065e-06
652,white mus,2,1.0,6.558115996119065e-06
653,poul,2,1.0,6.558115996119065e-06
654,molas,2,1.0,6.558115996119065e-06
655,yellow,2,1.0,6.558115996119065e-06
656,indian meal,2,1.0,6.558115996119065e-06
657,powdered macaroons,2,1.0,6.558115996119065e-06
658,hickory nut meats,2,1.0,6.558115996119065e-06
659,orange marmalade,2,1.0,6.558115996119065e-06
660,clabber,2,1.0,6.558115996119065e-06
661,hickory walnuts,2,1.0,6.558115996119065e-06
662,cornmeal mush,2,1.0,6.558115996119065e-06
663,bran flour,2,1.0,6.558115996119065e-06
664,brown sugar syrup,2,1.0,6.558115996119065e-06
665,white veal,2,1.0,6.558115996119065e-06
666,salted,2,1.0,6.558115996119065e-06
667,raw tomatoes,2,1.0,6.558115996119065e-06
668,clari,2,1.0,6.558115996119065e-06
669,fiour,2,1.0,6.558115996119065e-06
670,smoked tongue,2,1.0,6.558115996119065e-06
671,cold mutton,2,1.0,6.558115996119065e-06
672,cooked mutton,2,1.0,6.558115996119065e-06
673,raw rice,2,1.0,6.558115996119065e-06
674,beeffat,2,1.0,6.558115996119065e-06
675,raw meat,2,1.0,6.558115996119065e-06
676,raw beef,2,1.0,6.558115996119065e-06
677,summer,2,1.0,6.558115996119065e-06
678,rendered,2,1.0,6.558115996119065e-06
679,beef brisket,2,1.0,6.558115996119065e-06
680,"lean, ",2,1.0,6.558115996119065e-06
681,rendered beef fat,2,1.0,6.558115996119065e-06
682,beef rump,2,1.0,6.558115996119065e-06
683,oyster crackers,2,1.0,6.558115996119065e-06
684,shaved,2,1.0,6.558115996119065e-06
685,shaved lemon rind,2,1.0,6.558115996119065e-06
686,cur,2,1.0,6.558115996119065e-06
687,soft yeast,2,1.0,6.558115996119065e-06
688,sait,2,1.0,6.558115996119065e-06
689,ground ginger,2,1.0,6.558115996119065e-06
690,floured,2,1.0,6.558115996119065e-06
691,same,2,1.0,6.558115996119065e-06
692,dark brown sugar,2,1.0,6.558115996119065e-06
693,dark karo,2,1.0,6.558115996119065e-06
694,whole milk,2,1.0,6.558115996119065e-06
695,karo,2,1.0,6.558115996119065e-06
696,eagle brand con . milk,2,1.0,6.558115996119065e-06
697,nonsweetened,2,1.0,6.558115996119065e-06
698,blue label,2,1.0,6.558115996119065e-06
699,fresh cocoanut,2,1.0,6.558115996119065e-06
700,eagle brand milk,2,1.0,6.558115996119065e-06
701,pitted dates,2,1.0,6.558115996119065e-06
702,oat meal,2,1.0,6.558115996119065e-06
703,chocolate pecan,2,1.0,6.558115996119065e-06
704,nestles chocolate drops,2,1.0,6.558115996119065e-06
705,white karo syrup,2,1.0,6.558115996119065e-06
706,white icing,2,1.0,6.558115996119065e-06
707,karo syrup,2,1.0,6.558115996119065e-06
708,almond flavoring,2,1.0,6.558115996119065e-06
709,candied ginger,2,1.0,6.558115996119065e-06
710,currents,2,1.0,6.558115996119065e-06
711,apple jelly,2,1.0,6.558115996119065e-06
712,sticks,2,1.0,6.558115996119065e-06
713,green cherries,2,1.0,6.558115996119065e-06
714,sweet pepper,2,1.0,6.558115996119065e-06
715,lee,2,1.0,6.558115996119065e-06
716,margerine,2,1.0,6.558115996119065e-06
717,mushroom soup,2,1.0,6.558115996119065e-06
718,bell pepper,2,1.0,6.558115996119065e-06
719,white crab meat,2,1.0,6.558115996119065e-06
720,cleaned shrimp,2,1.0,6.558115996119065e-06
721,stalk,2,1.0,6.558115996119065e-06
722,cream mushroom soup,2,1.0,6.558115996119065e-06
723,geese,2,1.0,6.558115996119065e-06
724,rabbits,2,1.0,6.558115996119065e-06
725,squabs,2,1.0,6.558115996119065e-06
726,broiled steak,2,1.0,6.558115996119065e-06
727,cereal flakes,2,1.0,6.558115996119065e-06
728,ground beef,2,1.0,6.558115996119065e-06
729,vermicelli,2,1.0,6.558115996119065e-06
730,hamburger meat,2,1.0,6.558115996119065e-06
731,chili,2,1.0,6.558115996119065e-06
732,beans,2,1.0,6.558115996119065e-06
733,salt peter,2,1.0,6.558115996119065e-06
734,freezum pickle,2,1.0,6.558115996119065e-06
735,brisket,2,1.0,6.558115996119065e-06
736,hens,2,1.0,6.558115996119065e-06
737,raw cranberries,2,1.0,6.558115996119065e-06
738,shire,2,1.0,6.558115996119065e-06
739,solid piece,2,1.0,6.558115996119065e-06
740,soft bread crumbs,2,1.0,6.558115996119065e-06
741,cornflakes,2,1.0,6.558115996119065e-06
742,ground lean pork,2,1.0,6.558115996119065e-06
743,salt pork steak,2,1.0,6.558115996119065e-06
744,ground round steak,2,1.0,6.558115996119065e-06
745,tamales,2,1.0,6.558115996119065e-06
746,tomato juice,2,1.0,6.558115996119065e-06
747,lean chops,2,1.0,6.558115996119065e-06
748,sour milk corn meal,2,1.0,6.558115996119065e-06
749,cracklings,2,1.0,6.558115996119065e-06
750,mashed sweet potatoe,2,1.0,6.558115996119065e-06
751,coarsly meat,2,1.0,6.558115996119065e-06
752,gravy,2,1.0,6.558115996119065e-06
753,white potatoes,2,1.0,6.558115996119065e-06
754,english peas,2,1.0,6.558115996119065e-06
755,white bread,2,1.0,6.558115996119065e-06
756,spaghetti,2,1.0,6.558115996119065e-06
757,potato chips,2,1.0,6.558115996119065e-06
758,tuna fish,2,1.0,6.558115996119065e-06
759,pretzels,2,1.0,6.558115996119065e-06
760,flaked tuna fish,2,1.0,6.558115996119065e-06
761,light molasses,2,1.0,6.558115996119065e-06
762,stewed corn,2,1.0,6.558115996119065e-06
763,green asparagus,2,1.0,6.558115996119065e-06
764,bread cubes,2,1.0,6.558115996119065e-06
765,potted meat,2,1.0,6.558115996119065e-06
766,italian gravy,2,1.0,6.558115996119065e-06
767,snap beans,2,1.0,6.558115996119065e-06
768,can,2,1.0,6.558115996119065e-06
769,bread crumb,2,1.0,6.558115996119065e-06
770,thick cranberry sauce,2,1.0,6.558115996119065e-06
771,lemon gelatin,2,1.0,6.558115996119065e-06
772,jello,2,1.0,6.558115996119065e-06
773,tomatoe soup,2,1.0,6.558115996119065e-06
774,lime,2,1.0,6.558115996119065e-06
775,grenadine,2,1.0,6.558115996119065e-06
776,lemon ice,2,1.0,6.558115996119065e-06
777,dry ginger ale,2,1.0,6.558115996119065e-06
778,chocolate fudge,2,1.0,6.558115996119065e-06
779,creme,2,1.0,6.558115996119065e-06
780,de,2,1.0,6.558115996119065e-06
781,menthe,2,1.0,6.558115996119065e-06
782,vater,2,1.0,6.558115996119065e-06
783,ul,2,1.0,6.558115996119065e-06
784,horseradish root,2,1.0,6.558115996119065e-06
785,mint leaves,2,1.0,6.558115996119065e-06
786,canned pineapple juice,2,1.0,6.558115996119065e-06
787,berry,2,1.0,6.558115996119065e-06
788,boiler,2,1.0,6.558115996119065e-06
789,endive,2,1.0,6.558115996119065e-06
790,maple rice,2,1.0,6.558115996119065e-06
791,thick syrup,2,1.0,6.558115996119065e-06
792,philadelphia,2,1.0,6.558115996119065e-06
793,brick ice,2,1.0,6.558115996119065e-06
794,raspberry juice,2,1.0,6.558115996119065e-06
795,grape fruit juice,2,1.0,6.558115996119065e-06
796,orange cream,2,1.0,6.558115996119065e-06
797,milk sherbet,2,1.0,6.558115996119065e-06
798,thin cream,2,1.0,6.558115996119065e-06
799,with,2,1.0,6.558115996119065e-06
800,almond caramel,2,1.0,6.558115996119065e-06
801,teakettle,2,1.0,6.558115996119065e-06
802,sauterne,2,1.0,6.558115996119065e-06
803,cherry juice,2,1.0,6.558115996119065e-06
804,pistachio,2,1.0,6.558115996119065e-06
805,banana pulp,2,1.0,6.558115996119065e-06
806,ginger syrup,2,1.0,6.558115996119065e-06
807,strawberry juice,2,1.0,6.558115996119065e-06
808,brown mustard seed,2,1.0,6.558115996119065e-06
809,meric,2,1.0,6.558115996119065e-06
810,button onions,2,1.0,6.558115996119065e-06
811,raw cauliflower,2,1.0,6.558115996119065e-06
812,yellow mustard seed,2,1.0,6.558115996119065e-06
813,black mustard seed,2,1.0,6.558115996119065e-06
814,wine glass,2,1.0,6.558115996119065e-06
815,spiced,2,1.0,6.558115996119065e-06
816,corn flakes,2,1.0,6.558115996119065e-06
817,pecan nuts,2,1.0,6.558115996119065e-06
818,rosewater,2,1.0,6.558115996119065e-06
819,plain cream,2,1.0,6.558115996119065e-06
820,marshmallow cream,2,1.0,6.558115996119065e-06
821,spoon molasses,2,1.0,6.558115996119065e-06
822,gingerbread,2,1.0,6.558115996119065e-06
823,mashed potato,2,1.0,6.558115996119065e-06
824,bakers chocolate,2,1.0,6.558115996119065e-06
825,baking pow -,2,1.0,6.558115996119065e-06
826,orange flavoring,2,1.0,6.558115996119065e-06
827,sweetened flavored,2,1.0,6.558115996119065e-06
828,sugar creamed,2,1.0,6.558115996119065e-06
829,flavoring syrup,2,1.0,6.558115996119065e-06
830,black walnut meats,2,1.0,6.558115996119065e-06
831,striped pepper,2,1.0,6.558115996119065e-06
832,peppermint cream,2,1.0,6.558115996119065e-06
833,hydrate,2,1.0,6.558115996119065e-06
834,peach pulp,2,1.0,6.558115996119065e-06
835,peach sherbet,2,1.0,6.558115996119065e-06
836,candied pineapple,2,1.0,6.558115996119065e-06
837,an,2,1.0,6.558115996119065e-06
838,peach juice,2,1.0,6.558115996119065e-06
839,raw potato,2,1.0,6.558115996119065e-06
840,maple syrup,2,1.0,6.558115996119065e-06
841,sap,2,1.0,6.558115996119065e-06
842,jona,2,1.0,6.558115996119065e-06
843,tine,2,1.0,6.558115996119065e-06
844,gela,2,1.0,6.558115996119065e-06
845,caramelized,2,1.0,6.558115996119065e-06
846,leder,2,1.0,6.558115996119065e-06
847,cooked salad dressing,2,1.0,6.558115996119065e-06
848,salad,2,1.0,6.558115996119065e-06
849,double,2,1.0,6.558115996119065e-06
850,cantaloupes,2,1.0,6.558115996119065e-06
851,wax cherries,2,1.0,6.558115996119065e-06
852,shredded pineapple,2,1.0,6.558115996119065e-06
853,sliced,2,1.0,6.558115996119065e-06
854,salad dressing,2,1.0,6.558115996119065e-06
855,green grapes,2,1.0,6.558115996119065e-06
856,black cherries,2,1.0,6.558115996119065e-06
857,cel,2,1.0,6.558115996119065e-06
858,flaked,2,1.0,6.558115996119065e-06
859,boiled salad dressing,2,1.0,6.558115996119065e-06
860,stuffed olives,2,1.0,6.558115996119065e-06
861,corn tamale,2,1.0,6.558115996119065e-06
862,dients,2,1.0,6.558115996119065e-06
863,navy beans,2,1.0,6.558115996119065e-06
864,kidney beans crumbs,2,1.0,6.558115996119065e-06
865,cooked macaroni,2,1.0,6.558115996119065e-06
866,dried buttered crumbs,2,1.0,6.558115996119065e-06
867,fresh asparagus,2,1.0,6.558115996119065e-06
868,boiled corn,2,1.0,6.558115996119065e-06
869,mild creamy cheese,2,1.0,6.558115996119065e-06
870,chipped,2,1.0,6.558115996119065e-06
871,dried beef,2,1.0,6.558115996119065e-06
872,milk cheese,2,1.0,6.558115996119065e-06
873,mild cheese,2,1.0,6.558115996119065e-06
874,hard egg,2,1.0,6.558115996119065e-06
875,veal steak,2,1.0,6.558115996119065e-06
876,ground ham,2,1.0,6.558115996119065e-06
877,fresh pork shoul,2,1.0,6.558115996119065e-06
878,bamboo sprouts,2,1.0,6.558115996119065e-06
879,chop suey sauce,2,1.0,6.558115996119065e-06
880,sorghum molasses,2,1.0,6.558115996119065e-06
881,fresh bread crumbs,2,1.0,6.558115996119065e-06
882,pork tenderloin,2,1.0,6.558115996119065e-06
883,hard eggs,2,1.0,6.558115996119065e-06
884,hamburger,2,1.0,6.558115996119065e-06
885,yellow corn meal,2,1.0,6.558115996119065e-06
886,grandma pepper,2,1.0,6.558115996119065e-06
887,smoked ham,2,1.0,6.558115996119065e-06
888,#NAME?,2,1.0,6.558115996119065e-06
889,fresh clams,2,1.0,6.558115996119065e-06
890,baby lima beans,2,1.0,6.558115996119065e-06
891,red kidney beans,2,1.0,6.558115996119065e-06
892,corn pone,2,1.0,6.558115996119065e-06
893,salted peanuts,2,1.0,6.558115996119065e-06
894,cooked oatmeal,2,1.0,6.558115996119065e-06
895,potato water,2,1.0,6.558115996119065e-06
896,seeds,2,1.0,6.558115996119065e-06
897,sesamum seed,2,1.0,6.558115996119065e-06
898,gray potatoes,2,1.0,6.558115996119065e-06
899,chinese onions,2,1.0,6.558115996119065e-06
900,chinese frankfurters,2,1.0,6.558115996119065e-06
901,dry olives,2,1.0,6.558115996119065e-06
902,dry shrimp,2,1.0,6.558115996119065e-06
903,dry pork,2,1.0,6.558115996119065e-06
904,lily,2,1.0,6.558115996119065e-06
905,root powder,2,1.0,6.558115996119065e-06
906,water chestnut powder,2,1.0,6.558115996119065e-06
907,alkaline solution,2,1.0,6.558115996119065e-06
908,secondary,2,1.0,6.558115996119065e-06
909,fried,2,1.0,6.558115996119065e-06
910,chinese vermicelli,2,1.0,6.558115996119065e-06
911,red beans,2,1.0,6.558115996119065e-06
912,chinese roast pork,2,1.0,6.558115996119065e-06
913,boo shoot,2,1.0,6.558115996119065e-06
914,checker - board eggs,2,1.0,6.558115996119065e-06
915,chicken meat,2,1.0,6.558115996119065e-06
916,shoots 1 / 2,2,1.0,6.558115996119065e-06
917,dried mushrooms,2,1.0,6.558115996119065e-06
918,chrysanthemums,2,1.0,6.558115996119065e-06
919,peanut oil,2,1.0,6.558115996119065e-06
920,powdered salted peanuts,2,1.0,6.558115996119065e-06
921,powdered salted almonds,2,1.0,6.558115996119065e-06
922,fried sesamum - seed,2,1.0,6.558115996119065e-06
923,chinese chow chow,2,1.0,6.558115996119065e-06
924,pigs ' ribs,2,1.0,6.558115996119065e-06
925,skinless,2,1.0,6.558115996119065e-06
926,octogon,2,1.0,6.558115996119065e-06
927,green carrot,2,1.0,6.558115996119065e-06
928,chinese red cheese,2,1.0,6.558115996119065e-06
929,skinned,2,1.0,6.558115996119065e-06
930,skinless ginger root,2,1.0,6.558115996119065e-06
931,unskinned,2,1.0,6.558115996119065e-06
932,lotus nuts,2,1.0,6.558115996119065e-06
933,spicery,2,1.0,6.558115996119065e-06
934,ducks,2,1.0,6.558115996119065e-06
935,sauce,2,1.0,6.558115996119065e-06
936,chinese,2,1.0,6.558115996119065e-06
937,whole chicken,2,1.0,6.558115996119065e-06
938,bird,2,1.0,6.558115996119065e-06
939,nest,2,1.0,6.558115996119065e-06
940,lily flower,2,1.0,6.558115996119065e-06
941,roast pork,2,1.0,6.558115996119065e-06
942,raw pork,2,1.0,6.558115996119065e-06
943,chinese noodles,2,1.0,6.558115996119065e-06
944,star melon,2,1.0,6.558115996119065e-06
945,box,2,1.0,6.558115996119065e-06
946,bell peppers,2,1.0,6.558115996119065e-06
947,lemon butter,2,1.0,6.558115996119065e-06
948,mild,2,1.0,6.558115996119065e-06
949,dill pickle,2,1.0,6.558115996119065e-06
950,dill,2,1.0,6.558115996119065e-06
951,fresh lean veal,2,1.0,6.558115996119065e-06
952,liquor,2,1.0,6.558115996119065e-06
953,cream cheese mashed,2,1.0,6.558115996119065e-06
954,boiled mayon,2,1.0,6.558115996119065e-06
955,heinz catsup,2,1.0,6.558115996119065e-06
956,ayonnaise,2,1.0,6.558115996119065e-06
957,tin eagle,2,1.0,6.558115996119065e-06
958,choco -,2,1.0,6.558115996119065e-06
959,shorten,2,1.0,6.558115996119065e-06
960,white potato,2,1.0,6.558115996119065e-06
961,pillsbury ' s bran,2,1.0,6.558115996119065e-06
962,cakes,2,1.0,6.558115996119065e-06
963,parmesan,2,1.0,6.558115996119065e-06
964,italian tomato,2,1.0,6.558115996119065e-06
965,chopped beef,2,1.0,6.558115996119065e-06
966,maining,2,1.0,6.558115996119065e-06
967,salmon turbot,2,1.0,6.558115996119065e-06
968,canned tomato,2,1.0,6.558115996119065e-06
969,fresh mush,2,1.0,6.558115996119065e-06
970,spanish,2,1.0,6.558115996119065e-06
971,whipping,2,1.0,6.558115996119065e-06
972,dry cocoanut,2,1.0,6.558115996119065e-06
973,german,2,1.0,6.558115996119065e-06
974,g,2,1.0,6.558115996119065e-06
975,crumbed,2,1.0,6.558115996119065e-06
976,sweet choco -,2,1.0,6.558115996119065e-06
977,shelled,2,1.0,6.558115996119065e-06
978,carnation,2,1.0,6.558115996119065e-06
979,sugar yolks,2,1.0,6.558115996119065e-06
980,al -,2,1.0,6.558115996119065e-06
981,shelled nuts,2,1.0,6.558115996119065e-06
982,cher,2,1.0,6.558115996119065e-06
983,grated chocolate,2,1.0,6.558115996119065e-06
984,s weet,2,1.0,6.558115996119065e-06
985,#NAME?,2,1.0,6.558115996119065e-06
986,preserves,2,1.0,6.558115996119065e-06
987,acid cherry preserves,2,1.0,6.558115996119065e-06
988,icing sugar,2,1.0,6.558115996119065e-06
989,light sugar,2,1.0,6.558115996119065e-06
990,vanilla chocolate,2,1.0,6.558115996119065e-06
991,boiled sweet potato,2,1.0,6.558115996119065e-06
992,dried peaches,2,1.0,6.558115996119065e-06
993,ginger preserves,2,1.0,6.558115996119065e-06
994,beef tongue,2,1.0,6.558115996119065e-06
995,hominy,2,1.0,6.558115996119065e-06
996,sweet marjoram,2,1.0,6.558115996119065e-06
997,boiled milk,2,1.0,6.558115996119065e-06
998,cucumber pickles,2,1.0,6.558115996119065e-06
999,shredded candied orange,2,1.0,6.558115996119065e-06
1000,cayenne pepper,2,1.0,6.558115996119065e-06
1001,strong veal stock,2,1.0,6.558115996119065e-06
1002,rusk,2,1.0,6.558115996119065e-06
1003,spoon rice,2,1.0,6.558115996119065e-06
1004,grits,2,1.0,6.558115996119065e-06
1005,kitchen,2,1.0,6.558115996119065e-06
1006,spoon cream,2,1.0,6.558115996119065e-06
1007,white corn meal,2,1.0,6.558115996119065e-06
1008,buckwheat flour,2,1.0,6.558115996119065e-06
1009,alcohol,2,1.0,6.558115996119065e-06
1010,tragand,2,1.0,6.558115996119065e-06
1011,powd,2,1.0,6.558115996119065e-06
1012,new syrup,2,1.0,6.558115996119065e-06
1013,gran sugar,2,1.0,6.558115996119065e-06
1014,anis,2,1.0,6.558115996119065e-06
1015,acid,2,1.0,6.558115996119065e-06
1016,white marcipan,2,1.0,6.558115996119065e-06
1017,carraway seed,2,1.0,6.558115996119065e-06
1018,bream,2,1.0,6.558115996119065e-06
1019,seedless,2,1.0,6.558115996119065e-06
1020,cake crumbs,2,1.0,6.558115996119065e-06
1021,santa cruz rum,2,1.0,6.558115996119065e-06
1022,cucumber rind,2,1.0,6.558115996119065e-06
1023,#NAME?,2,1.0,6.558115996119065e-06
1024,hasty wine,2,1.0,6.558115996119065e-06
1025,white brandy,2,1.0,6.558115996119065e-06
1026,custard,2,1.0,6.558115996119065e-06
1027,assorted candied fruit,2,1.0,6.558115996119065e-06
1028,grand marnier liqueur,2,1.0,6.558115996119065e-06
1029,loaf,2,1.0,6.558115996119065e-06
1030,pinch,2,1.0,6.558115996119065e-06
1031,port wine,2,1.0,6.558115996119065e-06
1032,ale,2,1.0,6.558115996119065e-06
1033,beer,2,1.0,6.558115996119065e-06
1034,grated american cheese,2,1.0,6.558115996119065e-06
1035,veal cutlets,2,1.0,6.558115996119065e-06
1036,rots,2,1.0,6.558115996119065e-06
1037,dry white wine,2,1.0,6.558115996119065e-06
1038,court,2,1.0,6.558115996119065e-06
1039,sole,2,1.0,6.558115996119065e-06
1040,filet of flounder,2,1.0,6.558115996119065e-06
1041,lobster meat,2,1.0,6.558115996119065e-06
1042,seasoned consomme,2,1.0,6.558115996119065e-06
1043,boiled lobster,2,1.0,6.558115996119065e-06
1044,chutney,2,1.0,6.558115996119065e-06
1045,mild american cheese,2,1.0,6.558115996119065e-06
1046,parmesan cheese,2,1.0,6.558115996119065e-06
1047,sponge cake,2,1.0,6.558115996119065e-06
1048,prepared biscuit,2,1.0,6.558115996119065e-06
1049,soft crumbs,2,1.0,6.558115996119065e-06
1050,cold meat,2,1.0,6.558115996119065e-06
1051,calf ' s liver,2,1.0,6.558115996119065e-06
1052,vegetable balls,2,1.0,6.558115996119065e-06
1053,slices,2,1.0,6.558115996119065e-06
1054,clod of beef,2,1.0,6.558115996119065e-06
1055,pigeons,2,1.0,6.558115996119065e-06
1056,celery leaves,2,1.0,6.558115996119065e-06
1057,turmeric powder,2,1.0,6.558115996119065e-06
1058,green string - beans,2,1.0,6.558115996119065e-06
1059,green onions,2,1.0,6.558115996119065e-06
1060,mild onions,2,1.0,6.558115996119065e-06
1061,sweet corn,2,1.0,6.558115996119065e-06
1062,sweet red,2,1.0,6.558115996119065e-06
1063,sweet green,2,1.0,6.558115996119065e-06
1064,red cabbage,2,1.0,6.558115996119065e-06
1065,cinna -,2,1.0,6.558115996119065e-06
1066,hard pears,2,1.0,6.558115996119065e-06
1067,seckel pears,2,1.0,6.558115996119065e-06
1068,small,2,1.0,6.558115996119065e-06
1069,pickling onions,2,1.0,6.558115996119065e-06
1070,chilled milk,2,1.0,6.558115996119065e-06
1071,apollinaris water,2,1.0,6.558115996119065e-06
1072,iced coffee,2,1.0,6.558115996119065e-06
1073,chocolate sauce,2,1.0,6.558115996119065e-06
1074,coffee - chocolate milk,2,1.0,6.558115996119065e-06
1075,egg milk,2,1.0,6.558115996119065e-06
1076,grapefruit juice,2,1.0,6.558115996119065e-06
1077,loganberry,2,1.0,6.558115996119065e-06
1078,ginger sirup,2,1.0,6.558115996119065e-06
1079,blue grape - juice,2,1.0,6.558115996119065e-06
1080,limeade,2,1.0,6.558115996119065e-06
1081,lemon ginger,2,1.0,6.558115996119065e-06
1082,blackberries,2,1.0,6.558115996119065e-06
1083,loganberries,2,1.0,6.558115996119065e-06
1084,cinnamen,2,1.0,6.558115996119065e-06
1085,sweet chocolate,2,1.0,6.558115996119065e-06
1086,apricot jelly,2,1.0,6.558115996119065e-06
1087,mimosa,2,1.0,6.558115996119065e-06
1088,dandelion,2,1.0,6.558115996119065e-06
1089,sausage,2,1.0,6.558115996119065e-06
1090,potato fritters,2,1.0,6.558115996119065e-06
1091,mushroom stock,2,1.0,6.558115996119065e-06
1092,green lima beans,2,1.0,6.558115996119065e-06
1093,leeks,2,1.0,6.558115996119065e-06
1094,head,2,1.0,6.558115996119065e-06
1095,cooked beef,2,1.0,6.558115996119065e-06
1096,boiled beef,2,1.0,6.558115996119065e-06
1097,lean ham,2,1.0,6.558115996119065e-06
1098,whole grain corn,2,1.0,6.558115996119065e-06
1099,left,2,1.0,6.558115996119065e-06
1100,over fish,2,1.0,6.558115996119065e-06
1101,lemon - rind,2,1.0,6.558115996119065e-06
1102,boiled salmon,2,1.0,6.558115996119065e-06
1103,live,2,1.0,6.558115996119065e-06
1104,hard - shell crabs,2,1.0,6.558115996119065e-06
1105,table,2,1.0,6.558115996119065e-06
1106,fresh codfish,2,1.0,6.558115996119065e-06
1107,turnips,2,1.0,6.558115996119065e-06
1108,gooseberry tarts,2,1.0,6.558115996119065e-06
1109,puff,2,1.0,6.558115996119065e-06
1110,flaky paste,2,1.0,6.558115996119065e-06
1111,boiled cider,2,1.0,6.558115996119065e-06
1112,orange rind,2,1.0,6.558115996119065e-06
